id,study_abroad_institution,program_name,kzoo_course_name,kzoo_discipline,host_insti_course_number,host_insti_course_name,start_year,end_year
407,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Platons Phaidon,PHIL,Proseminar Philosophie,Platons Phaidon,2017,2018
408,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Advanced Beginner Spanish,SPAN,Sprachkurs,Spanisch EK II,2017,2018
409,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Grammar,GERM,DaF,Grammatik B 1.2 (2SWS),2015,2016
410,"Friedrich-Alexander Universität, Erlangen",Germany: Erlangen,Integrative Cultural Research Project ,ICRP,ICRP,"Buro fur Gender and Diversity, Universitat Erlangen-Nurnberg",2015,2016
411,Greece College Year in Athens,Greece,"Business, Ethics, & Politics",BUSN,BUS 350,"Business, Ethics, & Politics",2018,2019
412,Greece College Year in Athens,Greece,Aegean & Ancient Greek Art & Acheology,CLAS,ARCH 331,Aegean & Ancient Greek Art & Acheology,2018,2019
413,Greece College Year in Athens,Greece,Intro to Digital Archaeology & Virtual Reality,CLAS,ARCH 310,Intro to Digital Archaeology & Virtual Reality,2018,2019
414,Greece College Year in Athens,Greece,Communicating Across Cultures,IDSY,COMM 360,Communicating Across Cultures,2018,2019
415,Greece College Year in Athens,Greece,Contemporary Ubranism,ANSO/IDSY,URBS 371,Contemporary Ubranism: Athens through Time,2018,2019
416,Greece College Year in Athens,Greece,The Ancient Near East: Alexander the Great to Rome,HIST ,HIST 368,The Ancient Near East: Alexander the Great to Rome,2018,2019
417,Greece College Year in Athens,Greece,"Sports, Games and Spectacles in Graeco-Roman World",HIST ,HIST 365,"Sports, Games and Spectacles in Graeco-Roman World",2018,2019
418,Greece College Year in Athens,Greece,Biography of the Byzantine Empire,HIST ,HIST 359,Biography of the Byzantine Empire,2018,2019
419,Greece College Year in Athens,Greece,A Changing World: Global & Regional Trends in the 21st Century,IAST,IREL 361,A Changing World: Global & Regional Trends in the 21st Century,2018,2019
420,Greece College Year in Athens,Greece,Crisis and Change in Greece & Europe,ECON,ECON 326,Crisis and Change in Greece & Europe,2018,2019
421,Greece College Year in Athens,Greece,The Culture of Modern Greece,ANSO,ANTH 333,The Culture of Modern Greece,2018,2019
422,Greece College Year in Athens,Greece,The Natural Environment of Greece,BIOL,ENVR 350,The Natural Environment of Greece,2018,2019
423,Greece College Year in Athens,Greece,Beginning Modern Greek Language & Culture I,GREK,MGKL 101C,Beginning Modern Greek Language & Culture I,2018,2019
424,Greece College Year in Athens,Greece,The Art & Craft of Curating,ARTX,ARCH 331,The Art & Craft of Curating,2018,2019
425,Greece College Year in Athens,Greece,Ancient Greek Sculptures,ARTX,ARTH 362,Ancient Greek Sculptures,2018,2019
426,Greece College Year in Athens,Greece,Religions of the Middle East,RELG,REL 350,Religions of the Middle East,2018,2019
427,Greece College Year in Athens,Greece,Ancient Greek Sculpture,ARTX,A362,Ancient Greek Sculpture,2017,2018
428,Greece College Year in Athens,Greece,The Greek Stones Speak: An Introduction to Greek Epigraphy,CLAS,C350,The Greek Stones Speak: An Introduction to Greek Epigraphy,2017,2018
429,Greece College Year in Athens,Greece,Crisis & Change in Greece & Europe,ECON,S/Ec326,Crisis & Change in Greece & Europe,2017,2018
430,Greece College Year in Athens,Greece,"Modern Greek (1st year, 1st semester)",GREK,M101-m2,"Modern Greek (1st year, 1st semester)",2017,2018
431,Greece College Year in Athens,Greece,Biography of an Empire: The Surprising Life of a Byzantium,HIST ,H359,Biography of an Empire: the Surprising Life of a Byzantium,2017,2018
432,Greece College Year in Athens,Greece,To the Strongest: the Ancient Near East from the Death of Alexander to the Coming of Rome,HIST ,H368,To the Strongest: The Ancient Near East from the Death of Alexander to the Coming of Rome  ,2017,2018
433,Greece College Year in Athens,Greece,Who is Greek? Politics of Identity in Modern Greece,HIST ,H365,Who is Greek? Politics of Identity in Modern Greece,2017,2018
434,Greece College Year in Athens,Greece,Action in Acient Greek & Contemporary Analytical Philosophy,PHIL,P415,Action in Ancient Greeck & Contemporary Analytical Philosophy,2017,2018
435,Greece College Year in Athens,Greece,The Religions of the Middle East: A Comparative Approach,RELG,R350,The Religions of the Middle East: A Comparative Approach,2017,2018
436,Greece College Year in Athens,Greece,"Modern Athens: Space, Art, and Urban Cultures ",ANSO,A/E373,"Modern Athens: Space, Art, and Urban Cultures ",2016,2017
437,Greece College Year in Athens,Greece,Aegean & Ancient Greek Art & Archaeology,CLAS,A331a,Aegean & Ancient Greek Art & Archaeology,2016,2017
438,Greece College Year in Athens,Greece,Aegean & Ancient Greek Art & Archaeology,CLAS,A331b,Aegean & Ancient Greek Art & Archaeology,2016,2017
439,Greece College Year in Athens,Greece,Crisis and Recovery in Greece and Europe ,ECON,E/EC326,Crisis and Recovery in Greece and Europe ,2016,2017
440,Greece College Year in Athens,Greece,Modern Greek I ,GREK,M101-m2,Modern Greek (1st Year - 1st Semester) ,2016,2017
441,Greece College Year in Athens,Greece,Modern Greek I ,GREK,M101-t2,Modern Greek (1st Year - 1st Semester) ,2016,2017
442,Greece College Year in Athens,Greece,A History of Byzantium ,HIST ,H359,A History of Byzantium: The Eastern Roman Empire and Its Lasting Legacy  ,2016,2017
443,Greece College Year in Athens,Greece,Ancient Materials and Technologies in the Greek World,HIST ,A372,Ancient Materials and Technologies in the Greek World,2016,2017
444,Greece College Year in Athens,Greece,"Sports, Games, & Spectacles in the Graeco-Roman World ",HIST ,H355,"Sports, Games, & Spectacles in the Graeco-Roman World ",2016,2017
445,Greece College Year in Athens,Greece,The Concept of Life in Ancient Greek Philosophy ,PHIL,P356,The Concept of Life in Ancient Greek Philosophy and its Relevance Today ,2016,2017
446,Greece College Year in Athens,Greece,"Immigrants, Citizens, & Nat''lism Europe ",POLS ,S348,"Immigrants, Citizenship and Nationalism in Europe ",2016,2017
447,Greece College Year in Athens,Greece,"Peace, Conflict & International Politics: Mediterranean ",POLS ,S361,"Peace, Conflict & International Politics: Lessons from the Mediterrian Region ",2016,2017
448,Greece College Year in Athens,Greece,The Culture of Modern Greece ,ANSO,E333,The Culture of Modern Greece: The Ethnography of a Society in Transition  ,2015,2016
449,Greece College Year in Athens,Greece,Ancient Greek: Thucydides ,CLAS,C305,Ancient Greek: Thucydides ,2015,2016
450,Greece College Year in Athens,Greece,The Archaeology of Athens ,CLAS,A361,The Archaeology of Athens ,2015,2016
451,Greece College Year in Athens,Greece,Ancient Greek: Attic Prose ,CLAS/LIT,C201,Ancient Greek: Attic Prose ,2015,2016
452,Greece College Year in Athens,Greece,Crisis and Recovery in Greece and Europe ,ECON,S/Ec326,Crisis and Recovery in Greece and Europe ,2015,2016
453,Greece College Year in Athens,Greece,The Natural Enviornment of Greece ,ENVS,G350,The Natural Enviornment of Greece: From Landscape Ecology to Conservation  ,2015,2016
454,Greece College Year in Athens,Greece,Modern Greek I ,GREK,M101A,Modern Greek (1st Year - 1st Semester Accelerated ),2015,2016
455,Greece College Year in Athens,Greece,Modern Greek I ,GREK,M101-t2,Modern Greek (1st Year - 1st Semester),2015,2016
456,Greece College Year in Athens,Greece,Ancient Near East from Alexander to Rome ,HIST ,H368,To the Strongest: The Ancient Near East from the Death of Alexander to the Coming of Rome  ,2015,2016
457,Greece College Year in Athens,Greece,Intermediate Latin ,LATN,C211,Intermediate Latin ,2015,2016
458,Greece College Year in Athens,Greece,Ancient Greek Myth and Religion ,RELG,R332,Ancient Greek Myth and Religion ,2015,2016
459,China Hong Kong Baptist University ,Hong Kong,Women in China,ANSO,SOCI 4055,Women in China,2017,2018
460,China Hong Kong Baptist University ,Hong Kong,Comics & Graphic Novels,ENGL,ENGL 4067,Comics & Graphic Novels,2017,2018
461,China Hong Kong Baptist University ,Hong Kong,Understanding Phonological patterns,ENGL,ENGL 3306,Understanding Phonological patterns,2017,2018
462,China Hong Kong Baptist University ,Hong Kong,The Chinese Diaspora,HIST ,HIST 3317,The Chinese Diaspora,2017,2018
463,China Hong Kong Baptist University ,Hong Kong,Basic Cantonese for Non-Chinese Speakers,LANG,LANG 1010,Basic Cantonese for Non-Chinese Speakers,2017,2018
464,China Hong Kong Baptist University ,Hong Kong,Documentary Film ,ARTX,FILM3077,Documentary Film ,2016,2017
465,China Hong Kong Baptist University ,Hong Kong,Intermediate Microeconomics,ECON,ECON2005,Intermediate Microeconomics,2016,2017
466,China Hong Kong Baptist University ,Hong Kong,Social Entrepreneurship,ECON,GDBU1077,Social Entrepreneurship: Opportunities to Change the World,2016,2017
467,China Hong Kong Baptist University ,Hong Kong,The World of Business,ECON,BUS1005,The World of Business ( for non-BBA students) ,2016,2017
468,China Hong Kong Baptist University ,Hong Kong,Communication Theory,ENGL,COMM2006,Communication Theory (Communication Studies) ,2016,2017
469,China Hong Kong Baptist University ,Hong Kong,Tai Chi,PE,GCPE1066,Tai Chi,2016,2017
470,China Hong Kong Baptist University ,Hong Kong,Intro to Western Philosophy,PHIL,GDAR1067,Introduction to Western Philosophy,2016,2017
471,China Hong Kong Baptist University ,Hong Kong,Virtuous Living in a Virtual World,PHIL,GCVM1075,Virtuous Living in a Virtual World,2016,2017
472,China Hong Kong Baptist University ,Hong Kong,Psychology of Personality ,PSYC,PSYC2007,Psychology of Personality ,2016,2017
473,China Hong Kong Baptist University ,Hong Kong,Social Psychology ,PSYC,PSYC2016,Social Psychology ,2016,2017
474,Eötvös Loránd University ,Hungary: BSCS,Hungarian Language and Culture,LANG,,Hungarian Language and Culture,2015,2016
475,Eötvös Loránd University ,Hungary: BSCS,Topics in Philosophy ,PHIL,,Topics in Philosophy ,2015,2016
476,Eötvös Loránd University ,Hungary: BSCS,Topics in Cognitive Development ,PSYC,,Topics in Cognitive Development ,2015,2016
477,Eötvös Loránd University ,Hungary: BSCS,Independent Study,IDSY,,Independent Study,2018,2019
478,Eötvös Loránd University ,Hungary: BSCS,Cognitive Neuroscience,BIOL,,Cognitive Neuroscience,2018,2019
479,Eötvös Loránd University ,Hungary: BSCS,Cognitive Science,IDSY,,Cognitive Science,2018,2019
480,Budapest Semesters in Mathematics,Hungary: BSM,Graph Theory,MATH ,,Graph Theory,2018,2019
481,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Combinatorics,MATH ,,Introduction to Combinatorics,2018,2019
482,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Lie Groups,MATH ,,Introduction to Lie Groups,2018,2019
483,Budapest Semesters in Mathematics,Hungary: BSM,An Advanced Approach to Minimal Non-Abelian Finite Groups,MATH ,,An Advanced Approach to Minimal Non-Abelian Finite Groups,2018,2019
485,Budapest Semesters in Mathematics,Hungary: BSM,Topic in Analytic Number Theory,MATH ,,Topic in Analytic Number Theory,2018,2019
486,Budapest Semesters in Mathematics,Hungary: BSM,On the Existence of Arbitrarily Long Chains of Large Prime Gaps,MATH ,,On the Existence of Arbitrarily Long Chains of Large Prime Gaps,2018,2019
487,Budapest Semesters in Mathematics,Hungary: BSM,Cognitive Neuroscience,BIOL,,Cognitive Neuroscience,2017,2018
488,Budapest Semesters in Mathematics,Hungary: BSM,Cognitive Science,IDSY,,Cognitive Science,2017,2018
489,Budapest Semesters in Mathematics,Hungary: BSM,Independent Study Project,IDSY,,Independent Study Project,2017,2018
490,Budapest Semesters in Mathematics,Hungary: BSM,Topics in Philosophy ,PHIL,,Topics in Philosophy,2017,2018
491,Budapest Semesters in Mathematics,Hungary: BSM,Topics in Cognitive Development ,PSYC,,Topics in Cognitive Development,2017,2018
492,Budapest Semesters in Mathematics,Hungary: BSM,Hungarian Art and Culture,ARTX,,Hungarian Art and Culture,2016,2017
493,Budapest Semesters in Mathematics,Hungary: BSM,Intermediate Hungarian Language,LANG,,Intermediate Hungarian Language,2016,2017
494,Budapest Semesters in Mathematics,Hungary: BSM,Advanced Abstract Algebra ,MATH ,,Advanced Abstract Algebra ,2016,2017
495,Budapest Semesters in Mathematics,Hungary: BSM,Advanced Abstract Algebra ,MATH ,,Combinatorics of Set Systems,2016,2017
496,Budapest Semesters in Mathematics,Hungary: BSM,Algebraic Topology ,MATH ,,Algebraic Topology ,2016,2017
497,Budapest Semesters in Mathematics,Hungary: BSM,Communicative Algebra ,MATH ,,Communicative Algebra ,2016,2017
498,Budapest Semesters in Mathematics,Hungary: BSM,Conjecture and Proof,MATH ,,Conjecture and Proof,2016,2017
499,Budapest Semesters in Mathematics,Hungary: BSM,Independent Study,MATH ,,Graph Theory,2016,2017
500,Budapest Semesters in Mathematics,Hungary: BSM,Independent Study,MATH ,,Topics in Analytic Number Theory ,2016,2017
501,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Topology ,MATH ,,Introduction to Topology ,2016,2017
502,Budapest Semesters in Mathematics,Hungary: BSM,Statistical Methods,MATH ,,Statistical Methods,2016,2017
503,Budapest Semesters in Mathematics,Hungary: BSM,Topics in Analysis ,MATH ,,Topics in Analysis ,2016,2017
504,Budapest Semesters in Mathematics,Hungary: BSM,Hugarian Language and Culture ,LANG,,80hr SURVIVAL HUNGARIAN language course: Beginner Level ,2015,2016
505,Budapest Semesters in Mathematics,Hungary: BSM,Independent Study,MATH ,,Research Opportunities ,2015,2016
506,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Abstract Algebra ,MATH ,,Introduction to Abstract Algebra ,2015,2016
507,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Combinatorics,MATH ,,Introduction to Combinatorics,2015,2016
508,Budapest Semesters in Mathematics,Hungary: BSM,Introduction to Number Theory,MATH ,,Introduction to Number Theory,2015,2016
509,Budapest Semesters in Mathematics,Hungary: BSM,Theory of Computing ,MATH ,,Theory of Computing ,2015,2016
510,CET UW,India,Additional Methodology & Statistics,ANSO,SOC 461,Additoinial Methodology & Statistics,2017,2018
511,CET UW,India,Civilizations of India - Modern Period,ANSO,SOC 252,Civilizations of India - Modern Period,2017,2018
512,CET UW,India,"People Doing Things: Puja, Pilgrimage, & Pluralism",ANSO,,"People Doing Things: Puja, Pilgrimage, and Pluralism",2017,2018
513,CET UW,India,Study Abroad in Sociology,ANSO,SOC 497,Study Abroad in Sociology,2017,2018
514,CET UW,India,Topics in Ethnography,ANSO,ANTHRO 330,Topics in Ethnography,2017,2018
515,CET UW,India,Urban Anthropology,ANSO,ANTHRO 307,Urban Anthropology,2017,2018
516,CET UW,India,"Urban Geography: Gender, Caste, Community",ANSO,,"Urban Geography: Gender, Caste, Community",2017,2018
517,CET UW,India,Design-Related Intl Experience,IDSY,DS 361,Design-Related Intl Experience,2017,2018
518,CET UW,India,Directed Field Study,IDSY,,Directed Field Study,2017,2018
519,CET UW,India,Tutorial: Service Learning,IDSY,,Tutorial: Service Learning,2017,2018
520,CET UW,India,Beginning Hindi I,LANG,LANG 353,Beginning Hindi I,2017,2018
521,CET UW,India,First Semester Hindi,LANG,LCA LANG 353,First Semester Hindi,2017,2018
522,CET UW,India,Second Semester Hindi,LANG,LCA LANG 354,Second Semester Hindi,2017,2018
523,Ben-Gurion University ,Israel: Beer Sheva,Internet Society,ANSO,013.5.0345,Internet Society,2015,2016
524,Ben-Gurion University ,Israel: Beer Sheva,Life & Leisure in Israel Today ,ANSO,013.5.0520,Life & Leisure in Israel Today ,2015,2016
525,Ben-Gurion University ,Israel: Beer Sheva,Organizational Behavior ,ANSO,013.5.0290,Organizational Behavior ,2015,2016
526,Ben-Gurion University ,Israel: Beer Sheva,"Mystical Literatures in Judaic, Christian, and Islamic Tradition",ENGL,013.5.0105,"Mystical Literatures in Judaic, Christian, and Islamic Tradition",2015,2016
527,Ben-Gurion University ,Israel: Beer Sheva,Environ. & Nat Resources in the Middle East,ENVS,013.5.0337,Topics in Enviornmental and Natural Resources Policy in Israel and the Middle East ,2015,2016
528,Ben-Gurion University ,Israel: Beer Sheva,Hebrew Lang - Intermediate,HEBR,503.5.0256,Hebrew Language - Intermediate,2015,2016
529,Ben-Gurion University ,Israel: Beer Sheva,Intensive Hebrew Beginners Part B ,HEBR,503.5.0154,Hebrew Language - Beginners Part B,2015,2016
530,Intercollegiate Center for Classical Study ,"Italy, Rome",Ancient City: Art/Architecture,CLAS,CLST 341A-1,Ancient City: Art/Architecture,2018,2019
531,Intercollegiate Center for Classical Study ,"Italy, Rome",Ancient City: POL/SPC/CUL,CLAS,CLST 341A-2,Ancient City: POL/SPC/CUL,2018,2019
532,Intercollegiate Center for Classical Study ,"Italy, Rome",Intermediate Greek,GREK,GREEK 203A-1,Intermediate Greek,2018,2019
533,Intercollegiate Center for Classical Study ,"Italy, Rome",Advanced Latin,LATN,LATIN 301A-1,Advanced Latin,2018,2019
835,University of Aberdeen,Scotland,Gaelic Folklore,ENGL,GH2006,Gaelic Folklore,2017,2018
534,The American University of Rome,Italy,Archeology of Roman Identity,CLAS,ARC 301,Archeology of Roman Identity,2018,2019
535,The American University of Rome,Italy,Magna Graecia,CLAS,CLS 312,Magna Graecia,2018,2019
536,The American University of Rome,Italy,Roman Archeology On-Site,CLAS,ARC 101,Roman Archeology On-Site,2018,2019
537,The American University of Rome,Italy,"Caesar, Cicero, & the Collapse of the Roman Empire",CLAS,CLHS 302,"Caesar, Cicero, & the Collapse of the Roman Empire",2018,2019
538,The American University of Rome,Italy,Money & Banking,ECON/BUSN,ECFN 305,Money & Banking,2018,2019
539,The American University of Rome,Italy,Introduction to International Business,BUSN,BUS 300,Introduction to International Business,2018,2019
540,The American University of Rome,Italy,Experimental Film & Video,MDST,FDM 400,Experimental Film & Video,2018,2019
541,The American University of Rome,Italy,Introduction to Visual Culture,MDST,FDM 100,Introduction to Visual Culture,2018,2019
542,The American University of Rome,Italy,Media & Gender,MDST,COM 301,Media & Gender,2018,2019
543,The American University of Rome,Italy,Media History,MDST,COM 100,Media History,2018,2019
544,The American University of Rome,Italy,Film & Video Post-Production,MDST,FDM 327,Film & Video Post-Production,2018,2019
545,The American University of Rome,Italy,"The Mafia in Italian Society, Literature & Film",IDSY,IS 301,"The Mafia in Italian Society, Literature & Film",2018,2019
546,The American University of Rome,Italy,Italian Culture at the Movies,IDSY,IS 206,Italian Culture at the Movies,2018,2019
547,The American University of Rome,Italy,Intro to Italian Language & Culture,LANG,ITL-100,Intro to Italian Language & Culture,2018,2019
548,The American University of Rome,Italy,Art of Rome,ARTX,AH 100,Art of Rome,2018,2019
549,The American University of Rome,Italy,Italian Sketchbook: Images of Rome,ARTX,ART 101,Italian Sketchbook: Images of Rome,2018,2019
550,The American University of Rome,Italy,Painting Techniques,ARTX,ART 215,Painting Techniques,2018,2019
551,The American University of Rome,Italy,Arts of Antiquity,ARTX,AHAR 101,Arts of Antiquity,2018,2019
552,The American University of Rome,Italy,Arts of Renaissance & Baroque,ARTX,AH 103,Arts of Renaissance & Baroque,2018,2019
553,The American University of Rome,Italy,Etruscan Art & Archeology,ARTX,AHAR 314,Etruscan Art & Archeology,2018,2019
554,The American University of Rome,Italy,Color & Composition,ARTX,ART 100,Color & Composition,2018,2019
555,The American University of Rome,Italy,Readings in Intermediate Latin,LATN,LTN 250,Readings in Intermediate Latin,2018,2019
556,The American University of Rome,Italy,Sport & Society,PED,HSSO 208,Sport & Society,2018,2019
557,The American University of Rome,Italy,Fundamentals of Screen Writing,ENGL,FDM 214,Fundamentals of Screen Writing,2018,2019
558,The American University of Rome,Italy,Physical Geography,ENVS,ENV 102,Physical Geography,2018,2019
559,The American University of Rome,Italy,Introduction to Anthropology,ANSO,ANT 100,Introduction to Anthropology,2018,2019
560,The American University of Rome,Italy,Elementary Ancient Greek I,GREK,GRK 101,Elementary Ancient Greek I,2018,2019
561,The American Univeristy of Rome,Italy,Archeology of Roman Identity,CLAS,ARC - 301,Archeology of Roman Identity,2017,2018
562,The American Univeristy of Rome,Italy,Introduction to Poetry,ENGL,ENG - 206,Introduction to Poetry,2017,2018
563,The American Univeristy of Rome,Italy,Ind. Study - Intermediate Greek II,GREK,GRK - 493,Ind. Study - Intermediate Greek II,2017,2018
564,The American Univeristy of Rome,Italy,Virgil,LATN,LTN - 304,Virgil,2017,2018
565,The American University of Rome,Italy,Painting Techniques II,ARTX,ART - 215,Painting Techniques II,2017,2018
566,The American University of Rome,Italy,Adversiting Strategy,BUSN,MKT - 300,Adversiting Strategy,2017,2018
567,The American University of Rome,Italy,Playful Subversion: Understanding Postmodern Text,ENGL,ENG - 308,Playful Subversion: Understanding Postmodern Test,2017,2018
568,The American University of Rome ,Italy,"Living Rome: Urban Spaces, Culture & Identity",ANSO,SOC - 120,"Living Rome: Urban Spaces, Culture & Identity",2017,2018
569,The American University of Rome ,Italy,Photography: Rome,ARTX,FAFD - 104,Photography: Rome,2017,2018
570,The American University of Rome ,Italy,Roman Archeology On-Site,ARTX,ARC - 101,Roman Archeology on-site,2017,2018
571,The American University of Rome ,Italy,Introduction to International Business,BUSN,BUS - 300,Introduction to International Business,2017,2018
572,The American University of Rome ,Italy,Classics & Comics: Ancient Culture & Modern Sequential Art,CLAS,CLS - 204,Classics & Comics: Ancient Culture & Modern Sequential Art,2017,2018
573,The American University of Rome ,Italy,Greek & Roman Mythology,CLAS,CL - 101,Greek & Roman Mythology,2017,2018
574,The American University of Rome ,Italy,Fundamentals of Screen Writing,ENGL,FDM - 214,Fundamentals of Screen Writing,2017,2018
575,The American University of Rome ,Italy,Survey of Britich Literature I,ENGL,ENG - 200,Survey of British Literature I,2017,2018
576,The American University of Rome ,Italy,Italian Culture at the Movies,IDSY,IS - 206,Italian Culture at the Movies,2017,2018
577,The American University of Rome ,Italy,Travels To/Through Italy: Representations of Contacts Between Cultures,ISDY,IS - 220,Travels to/Through Italy: Representations of Contacts Between Cultures,2017,2018
578,The American University of Rome ,Italy,Elementary Italian,LANG,ITL - 101 ,Elementary Italian,2017,2018
579,The American University of Rome ,Italy,Intro to Italian Language & Culture,LANG,ITL - 100,Intro to Italian Language & Culture,2017,2018
580,The American University of Rome ,Italy,Mathmatics for the Liberal Arts,MATH ,MTH - 104,Mathmatics for the Liberal Arts,2017,2018
581,The American University of Rome ,Italy,Religion in a Pluralistic World,RELG,MKT - 300,Religion in a Pluralistic World,2017,2018
582,The American University of Rome ,Italy,The Mediterranean World ,ANSO,ANT - 300,The Mediterranean World ,2016,2017
583,The American University of Rome ,Italy,Art in the Middle Ages: 4th to 14th Century,ARTX,AH - 105,Arts of the Middle Ages: 4th to 14th Century,2016,2017
584,The American University of Rome ,Italy,Art of Rome ,ARTX,AH - 100,Art of Rome Sec. A ,2016,2017
585,The American University of Rome ,Italy,Intermediate Drawing in Rome ,ARTX,ART - 208,Intermediate Drawing in Rome ,2016,2017
586,The American University of Rome ,Italy,Photography and Roman Scences,ARTX,ARC - 101,Photography:  Roman Scences,2016,2017
587,The American University of Rome ,Italy,Roman Imperial Art and Architecture,ARTX,AHAR - 300,Roman Imperial Art and Architecture,2016,2017
588,The American University of Rome ,Italy,Venice in the Renaissance ,ARTX,AH - 321,Venice in the Renaissance ,2016,2017
589,The American University of Rome ,Italy,Love and Laughter in Ancient Literature ,CLAS,CLS - 208,Love and Laughter in Ancient Literature ,2016,2017
590,The American University of Rome ,Italy,Roman Army ,CLAS,ARCL - 209,Roman Army ,2016,2017
591,The American University of Rome ,Italy,Intro to Drama,ENGL,ENG - 207,Introduction to Drama ,2016,2017
592,The American University of Rome ,Italy,Writing Rome ,ENGL,ENG - 203,Writing Rome ,2016,2017
593,The American University of Rome ,Italy,Modern Italian History,HIST ,HST - 200 ,History of Modern Italy,2016,2017
594,The American University of Rome ,Italy,Italian Food and Culture ,IDSY,IS - 212,Italian Food and Culture ,2016,2017
595,The American University of Rome ,Italy,Popular Music and Mass Culture ,IDSY,COM - 210,Popular Music and Mass Culture ,2016,2017
596,The American University of Rome ,Italy,Elementary Italian I,LANG,ITL - 101 ,Elementary Italian I - Sec. C,2016,2017
597,The American University of Rome ,Italy,Elementary Italian II ,LANG,ITL - 102,Elementary Italian II - Sec. A,2016,2017
598,The American University of Rome ,Italy,Latin Reading in Literature ,LATN,LTN - 202,Latin Readings in Literature ,2016,2017
599,The American University of Rome ,Italy,General Astronomy,PHYS,ASTR - 100,General Astronomy,2016,2017
600,The American University of Rome ,Italy,Soc of Contemporary Italy ,ANSO,SOC - 300,Sociology of Contemporary Italy,2015,2016
601,The American University of Rome ,Italy,Art of Renaissance & Baroque,ARTX,AH - 102,Art of Renaissance & Baroque,2015,2016
602,The American University of Rome ,Italy,Art of Rome ,ARTX,AH - 100,Art of Rome - Section B,2015,2016
603,The American University of Rome ,Italy,Art of the Middle Ages: 4th to 14th Century ,ARTX,AH - 105,Art of the Middle Ages: 4th to 14th Century ,2015,2016
604,The American University of Rome ,Italy,Arts of Antiquity,ARTX,AHAR - 101,Arts of Antiquity,2015,2016
605,The American University of Rome ,Italy,Contemporary Art in the Global Village,ARTX,AH - 212,Contemporary Art in the Global Village,2015,2016
606,The American University of Rome ,Italy,Italian Sketchbook,ARTX,ART - 101,Italian Sketchbook: Images of Rome Section B,2015,2016
607,The American University of Rome ,Italy,Photography and Roman Scences,ARTX,FAFD - 104,Photography:  Roman Scences,2015,2016
608,The American University of Rome ,Italy,Printmaking 1 ,ARTX,ART - 103,Printmaking 1 ,2015,2016
609,The American University of Rome ,Italy,Archaeology of Rome ,CLAS,ARC - 101,Roman Archeology on-site,2015,2016
610,The American University of Rome ,Italy,"Caesar, Cicero, and the Republic (HIST) ",CLAS,CLHS - 302,"Caesar, Cicero and the Collapse of the Roman Empire ",2015,2016
611,The American University of Rome ,Italy,Life and Leisure Ancient Rome ,CLAS,CLHS - 207,Life and Leisure Ancient Rome ,2015,2016
612,The American University of Rome ,Italy,Magna Graecia ,CLAS,CLS - 312,Magna Graecia ,2015,2016
613,The American University of Rome ,Italy,International Trade,ECOB,ECO - 301,International Trade,2015,2016
614,The American University of Rome ,Italy,Int'l Business Law,ECOB,BUS - 302,International Business Law,2015,2016
615,The American University of Rome ,Italy,Personal Finance ,ECOB,FNC - 211,Personal Finance ,2015,2016
616,The American University of Rome ,Italy,Principles of Marketing ,ECOB,MKT - 200,Principles of Marketing - Sec B,2015,2016
617,The American University of Rome ,Italy,Principles of Macroeconomics,ECON,ECO - 211,Principles of Macroeconomics,2015,2016
618,The American University of Rome ,Italy,Communication and Society,ENGL,COM - 105,Communication and Society,2015,2016
619,The American University of Rome ,Italy,Fund of Screen Writing ,ENGL,FDM - 214,Fundamentals of Screen Writing,2015,2016
620,The American University of Rome ,Italy,Shakespeare's Italian Plays,ENGL,ENG - 309,Shakespeare's Italian Plays,2015,2016
621,The American University of Rome ,Italy,Survey of Film History,ENGL,CIN - 200,Survey of Film History,2015,2016
622,The American University of Rome ,Italy,Travel Writing ,ENGL,COEN - 322,Travel Writing ,2015,2016
623,The American University of Rome ,Italy,Elementary Italian I ,LANG,ITL - 101 ,Elementary Italian Isection A ,2015,2016
624,The American University of Rome ,Italy,"Animation, Editing, and Special Effects ",MDST,FDM - 316,"Animation, Editing, and Special Effects ",2015,2016
625,The American University of Rome ,Italy,Directing for the Screen ,MDST,CIN - 312,Directing for the Screen ,2015,2016
626,The American University of Rome ,Italy,Fundamentals of Media Management,MDST,COMK - 220,Media Management,2015,2016
627,The American University of Rome ,Italy,Great Directors ,MDST,CIN - 304,Great Directors ,2015,2016
628,The American University of Rome ,Italy,Media and Gender ,MDST,COM - 301,Media and Gender ,2015,2016
629,The American University of Rome ,Italy,Intro to Ethics ,POLS ,POL - 203,An Introduction to Ethics ,2015,2016
630,The American University of Rome ,Italy,Introduction to Int'l Relations ,POLS ,IA - 100,Introduction to International Relations: History and Concepts Sec. A,2015,2016
631,The American University of Rome ,Italy,US and Europe since 1945,POLS ,IA - 203,US and Europe since 1945,2015,2016
632,The American University of Rome ,Italy,Relg in a Pluralistic World ,RELG,REL - 200,Relg in a Pluralistic World ,2015,2016
